City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
86,berdyaush,55.1619,59.1464,265.5,86,100,2.35,RU,1710073627
87,hamilton,39.1834,-84.5333,274.39,72,0,6.17,US,1710073475
88,omdurman,15.6445,32.4777,312.26,4,2,4.32,SD,1710073627
89,askoy,60.4092,5.226,278.57,38,0,1.54,NO,1710073627
90,fale old settlement,-9.3852,-171.2468,302.25,80,82,7.19,TK,1710073627
91,san pedro pochutla,15.7333,-96.4667,294.35,83,0,1.42,MX,1710073627
92,kerikeri,-35.2268,173.9474,286.3,93,3,0.93,NZ,1710073627
93,la passe,45.5549,-0.8967,285.28,82,93,5.77,FR,1710073627
94,tchintabaraden,15.8969,5.7985,311.95,6,23,5.54,NE,1710073628
95,mokhsogollokh,61.4681,128.9203,257.72,98,100,0.91,RU,1710073628
96,san luis de la loma,17.2706,-100.8939,294.2,80,1,1.89,MX,1710073628
97,kone,-21.0595,164.8658,298.21,80,47,2.54,NC,1710073628
98,baruun-urt,46.6806,113.2792,260.32,90,80,2.11,MN,1710073628
99,korla,41.7597,86.1469,283.59,34,76,1.71,CN,1710073628
100,pacific grove,36.6177,-121.9166,284.5,86,100,1.79,US,1710073628
101,nayagarh,20.1333,85.1,301.72,49,11,4.29,IN,1710073628
102,qaqortoq,60.7167,-46.0333,263.37,87,82,0.82,GL,1710073628
103,mount pearl,47.5166,-52.7813,271.66,90,100,6.69,CA,1710073477
104,mil'kovo,55.6078,37.7956,270.56,77,100,3.22,RU,1710073628
105,ribeira grande,38.5167,-28.7,290.8,77,40,5.81,PT,1710073628
106,chamical,-30.36,-66.314,298.2,82,39,3.11,AR,1710073628
107,tucurui,-3.7661,-49.6725,297.99,97,97,1.31,BR,1710073330
108,manacapuru,-3.2997,-60.6206,298.87,91,99,1.92,BR,1710073629
109,lihue,21.9789,-159.3672,294.46,79,20,9.26,US,1710073629
110,whitehorse,60.7161,-135.0538,265.58,73,0,2.06,CA,1710073629
111,male,4.1748,73.5089,304.12,70,20,4.12,MV,1710073629
112,badger,64.8,-147.5333,257.1,67,100,3.09,US,1710073629
113,praya,14.9215,-23.5087,295.63,66,58,7.42,CV,1710073629
114,port elizabeth,-33.918,25.5701,300.43,70,20,5.14,ZA,1710073629
115,stanley,54.868,-1.6985,279.1,95,100,6.11,GB,1710073629
116,utrik,11.2278,169.8474,299.78,79,60,11.15,MH,1710073629
117,uturoa,-16.7333,-151.4333,301.14,78,100,2.34,PF,1710073629
118,camiri,-20.05,-63.5167,297.03,94,100,0.0,BO,1710073629
119,nadym,65.5333,72.5167,250.04,96,50,1.79,RU,1710073629
120,manismata,-2.4667,111.0333,298.3,90,100,1.16,ID,1710073629
121,tura,25.5198,90.2201,294.34,27,0,1.35,IN,1710073629
122,ilhabela,-23.7781,-45.3581,301.19,84,34,1.96,BR,1710073629
123,bubaque,11.2833,-15.8333,299.55,50,33,3.93,GW,1710073629
124,aras-asan,8.8908,126.3033,298.73,79,44,3.93,PH,1710073629
125,baykal'sk,51.5058,104.1469,267.47,87,40,2.68,RU,1710073461
126,port alfred,-33.5906,26.891,299.36,81,28,2.68,ZA,1710073629
127,saldanha,-33.0117,17.9442,301.18,72,3,8.05,ZA,1710073630
128,vilyuchinsk,52.9306,158.4028,271.44,93,100,3.55,RU,1710073630
129,udachny,66.4167,112.4,249.81,97,84,2.27,RU,1710073630
130,cuyamel,15.6667,-88.2,298.71,95,38,2.68,HN,1710073630
131,zhumysker,49.3333,49.4,273.94,57,82,5.11,KZ,1710073630
132,nemuro,43.3236,145.575,271.19,73,62,4.83,JP,1710073630
133,reyes,-14.3167,-67.3833,297.35,98,100,0.51,BO,1710073630
134,palmer,42.1584,-72.3287,279.26,86,100,4.63,US,1710073630
135,otavalo,0.2333,-78.2667,284.27,86,92,2.64,EC,1710073630
136,broken hill,-31.95,141.4333,301.53,28,0,5.52,AU,1710073630
137,novyy urgal,51.0736,132.5642,261.1,97,100,0.52,RU,1710073630
138,carnarvon,-24.8667,113.6333,298.89,68,0,11.05,AU,1710073630
139,sao vicente,-23.9631,-46.3919,302.74,69,75,4.02,BR,1710073630
140,ust-nera,64.5667,143.2,249.44,100,98,0.33,RU,1710073630
141,callao,-12.0667,-77.15,296.88,78,0,4.12,PE,1710073630
142,isafjordur,66.0755,-23.124,272.17,86,0,0.0,IS,1710073630
143,nyurba,63.2842,118.3319,251.47,100,97,1.75,RU,1710073630
144,nouadhibou,20.931,-17.0347,292.91,65,100,5.22,MR,1710073631
145,barra do bugres,-15.0725,-57.1811,301.88,68,37,1.56,BR,1710073416
146,usogorsk,63.4106,48.6872,261.85,84,100,1.45,RU,1710073631
147,college,64.8569,-147.8028,257.14,57,100,3.09,US,1710073631
148,kroya,-7.6331,109.2461,299.38,82,100,0.99,ID,1710073631
149,hithadhoo,-0.6,73.0833,301.87,70,62,5.15,MV,1710073631
150,iqaluit,63.7506,-68.5145,243.0,74,20,0.0,CA,1710073631
151,georgetown,5.4112,100.3354,304.12,64,20,2.57,MY,1710073631
152,new norfolk,-42.7826,147.0587,288.1,99,100,0.6,AU,1710073631
153,tara,56.8944,74.371,268.77,90,100,2.93,RU,1710073631
154,reggane,26.7158,0.1714,300.75,20,0,8.16,DZ,1710073631
155,brisas de zicatela,15.8369,-97.0419,296.34,83,0,1.88,MX,1710073631
156,alvear,-29.0968,-56.5504,300.65,61,48,5.47,AR,1710073631
157,luena,-11.7833,19.9167,298.25,65,75,7.2,AO,1710073631
158,lerwick,60.1545,-1.1494,277.15,73,100,8.81,GB,1710073632
159,sarangpur,23.5667,76.4667,306.04,15,26,4.69,IN,1710073632
160,zeya,53.75,127.2667,259.53,84,24,2.26,RU,1710073632
161,geidam,12.897,11.9304,314.31,8,28,6.45,NG,1710073632
162,waitara,-38.925,174.25,290.65,86,84,4.38,NZ,1710073462
163,boyolangu,-8.1181,111.8935,297.92,90,100,0.37,ID,1710073632
164,seven pagodas,12.6264,80.1722,304.31,60,2,4.49,IN,1710073632
165,santa terezinha,-29.9002,-50.0904,298.51,78,11,4.82,BR,1710073632
166,mount gambier,-37.8333,140.7667,294.0,66,98,2.86,AU,1710073632
167,embi,48.8264,58.1442,269.87,88,100,5.52,KZ,1710073632
168,papatowai,-46.5619,169.4708,289.33,67,100,6.85,NZ,1710073632
169,severo-yeniseyskiy,60.3725,93.0408,266.8,89,100,4.47,RU,1710073632
170,xilin hot,43.9667,116.0333,265.75,89,100,1.95,CN,1710073632
171,haiku-pauwela,20.9219,-156.3051,295.95,80,20,6.69,US,1710073632
172,aki,33.5,133.9,279.12,64,0,1.95,JP,1710073632
173,tulsipur,28.131,82.2973,295.86,37,42,1.86,NP,1710073632
174,lazaro cardenas,17.9583,-102.2,294.0,87,4,1.63,MX,1710073632
175,kununurra,-15.7667,128.7333,300.14,89,100,1.03,AU,1710073633
176,saudarkrokur,65.7461,-19.6394,272.29,82,9,2.93,IS,1710073633
177,palu,-0.8917,119.8707,296.13,98,100,0.75,ID,1710073633
178,trevelin,-43.0858,-71.4639,286.86,87,59,2.03,AR,1710073633
179,orenburg,51.7727,55.0988,265.16,84,99,4.0,RU,1710073633
180,hotan,37.0997,79.9269,286.88,18,41,2.94,CN,1710073633
181,tazovsky,67.4667,78.7,247.21,100,89,2.87,RU,1710073434
182,nili,33.7218,66.1302,278.2,82,100,2.03,AF,1710073633
183,nishinoomote,30.7333,131.0,285.95,61,58,1.66,JP,1710073633
184,queenstown,-31.8976,26.8753,308.87,13,0,2.94,ZA,1710073445
185,chibuto,-24.6867,33.5306,308.37,37,4,6.01,MZ,1710073633
186,san jose del guaviare,2.5729,-72.6459,296.76,95,100,1.22,CO,1710073633
187,nogliki,51.8333,143.1667,263.34,92,97,2.68,RU,1710073633
188,la huacana,18.9667,-101.8167,291.37,75,2,1.1,MX,1710073633
189,arno,60.1167,18.6333,271.92,72,100,4.14,SE,1710073633
190,punta arenas,-53.15,-70.9167,281.21,81,75,7.2,CL,1710073462
191,jatani,20.1667,85.7,303.17,73,20,3.6,IN,1710073633
192,bikenibeu village,1.3673,173.1241,301.13,94,75,3.6,KI,1710073633
193,vacaria,-28.5122,-50.9339,293.91,86,2,1.06,BR,1710073634
194,santa luzia,-19.7697,-43.8514,298.02,86,75,2.06,BR,1710073634
195,dallas,32.7668,-96.7836,280.23,75,40,2.06,US,1710073221
196,petropavlovsk-kamchatsky,53.0452,158.6483,270.62,77,75,5.36,RU,1710073634
197,antsiranana,-12.2787,49.2917,304.57,58,40,6.17,MG,1710073634
198,olonkinbyen,70.9221,-8.7187,273.04,90,70,2.78,SJ,1710073634
199,villa gesell,-37.2639,-56.973,294.85,61,0,3.28,AR,1710073634
200,carutapera,-1.195,-46.02,300.45,89,100,1.14,BR,1710073634
201,cidreira,-30.1811,-50.2056,298.39,79,18,4.37,BR,1710073634
202,iskateley,67.6803,53.1512,254.83,96,83,1.34,RU,1710073634
203,kahramanmaras,38.0,37.0,278.62,49,86,2.66,TR,1710073634
204,essaouira,31.5125,-9.77,290.87,82,75,1.54,MA,1710073634
205,beau vallon,-20.4189,57.6953,302.28,84,40,5.66,MU,1710073634
206,kupang,-10.1667,123.5833,299.47,100,100,3.09,ID,1710073634
207,fort st. john,56.2499,-120.8529,271.09,100,100,3.09,CA,1710073365
208,hargeysa,9.56,44.065,302.63,34,42,3.8,SO,1710073457
209,hasaki,35.7333,140.8333,277.37,46,23,4.24,JP,1710073634
210,at taj,24.2049,23.2857,302.76,11,3,6.3,LY,1710073355
211,gbarnga,6.9956,-9.4722,308.26,45,89,1.07,LR,1710073635
212,urziceni,44.7167,26.6333,287.4,34,87,2.77,RO,1710073635
213,ardakan,32.31,54.0175,292.07,18,32,1.44,IR,1710073635
214,lalibela,12.0333,39.0333,300.19,26,48,2.12,ET,1710073635
215,wagar,16.1525,36.2032,312.32,4,11,5.63,SD,1710073635
216,tutoia,-2.7619,-42.2744,300.94,85,84,1.97,BR,1710073635
217,port saint john's,-31.6229,29.5448,301.75,67,1,3.16,ZA,1710073635
218,bodaybo,57.8506,114.1933,264.63,96,100,1.27,RU,1710073635
219,aromashevo,56.8602,68.6375,269.15,87,100,1.14,RU,1710073635
220,st. john's,47.5649,-52.7093,272.12,89,100,6.69,CA,1710073620
221,minas de marcona,-15.2119,-75.1103,291.07,83,80,4.11,PE,1710073635
222,saint-francois,46.4154,3.9054,284.62,81,75,1.54,FR,1710073635
223,coahuayana de hidalgo,18.7,-103.6583,291.65,56,0,1.97,MX,1710073636
224,abomsa,9.9833,39.9833,300.31,47,95,2.31,ET,1710073636
225,noyemberyan,41.1724,44.9992,280.61,57,95,2.46,AM,1710073636
226,peniche,39.3558,-9.3811,288.67,75,11,9.63,PT,1710073636
227,bondo,3.8146,23.6866,312.92,22,62,1.27,CD,1710073636
228,obo,5.3998,26.4869,314.72,12,10,1.87,CF,1710073636
229,mersing,2.4312,103.8405,301.1,78,20,5.66,MY,1710073636
230,fort-shevchenko,44.5086,50.263,276.43,64,14,3.61,KZ,1710073636
231,qarazhal,48.0078,70.7903,272.98,86,96,5.44,KZ,1710073636
232,radymno,49.9472,22.8238,284.76,47,94,5.33,PL,1710073637
233,necochea,-38.5473,-58.7368,291.71,40,2,5.9,AR,1710073637
234,princeville,45.7668,-61.2985,272.34,86,100,7.72,CA,1710073637
235,miranda,3.2499,-76.2281,294.49,89,83,1.2,CO,1710073637
236,lata,40.1629,-8.3327,288.05,80,61,6.64,PT,1710073637
237,san antonio de pale,-1.4014,5.6325,301.87,73,97,1.28,GQ,1710073637
238,beyneu,45.3167,55.2,279.98,43,77,7.04,KZ,1710073637
239,zhaodong,46.0833,125.9833,266.89,92,100,2.0,CN,1710073637
240,shenjiamen,29.9576,122.298,281.47,83,0,4.44,CN,1710073637
241,rovnoye,50.7765,46.0509,270.3,70,74,3.12,RU,1710073637
242,chifeng,42.2683,118.9636,277.51,33,100,2.37,CN,1710073637
243,buala,-8.145,159.5921,300.8,86,87,2.15,SB,1710073637
244,adam,22.3756,57.5233,302.99,41,49,3.03,OM,1710073637
245,cabo san lucas,22.8909,-109.9124,292.88,78,100,1.42,MX,1710073307
246,santarem,-2.4431,-54.7083,301.22,83,75,2.57,BR,1710073637
247,sitka,57.0531,-135.33,278.09,60,75,7.2,US,1710073637
248,lobujya,27.95,86.8167,263.67,65,31,1.89,NP,1710073637
249,chabahar,25.2919,60.643,295.83,76,86,3.82,IR,1710073638
250,la'ie,21.6477,-157.9253,295.43,74,100,3.58,US,1710073638
251,kingston,17.997,-76.7936,298.68,83,20,4.12,JM,1710073638
252,anadyr,64.75,177.4833,248.43,83,0,3.0,RU,1710073638
253,burang,30.25,81.1667,268.32,78,23,2.12,CN,1710073638
254,pasuquin,18.3328,120.6177,300.12,57,40,2.06,PH,1710073638
255,xining,36.6167,101.7667,276.73,22,16,6.14,CN,1710073638
256,lensk,60.7253,114.9278,260.94,97,100,1.7,RU,1710073638
257,montrose,38.4166,-108.2673,265.67,61,11,0.94,US,1710073638
258,naberezhnyye chelny,55.7561,52.4289,268.18,86,100,2.91,RU,1710073511
259,cavelossim,15.1726,73.9419,302.14,56,1,3.47,IN,1710073638
260,hermanus,-34.4187,19.2345,298.6,61,0,5.43,ZA,1710073638
261,saint croix,17.7397,-64.7388,299.4,78,0,3.09,VI,1710073638
262,chaibasa,22.5667,85.8167,304.64,19,1,1.77,IN,1710073639
263,smolensk,55.0,33.0,270.86,67,91,3.74,RU,1710073639
264,garoua boulai,5.8833,14.55,308.19,23,56,1.5,CM,1710073639
265,padang,-0.9492,100.3543,302.18,87,100,0.18,ID,1710073639
266,greenville,35.6127,-77.3663,285.24,81,0,3.09,US,1710073374
267,riviere-du-loup,47.8304,-69.5342,272.64,93,100,1.03,CA,1710073584
268,revda,56.801,59.9303,268.79,81,100,2.7,RU,1710073639
269,cartagena del chaira,1.3349,-74.8429,295.69,99,100,0.89,CO,1710073639
270,colesberg,-30.72,25.0972,306.88,8,0,2.95,ZA,1710073639
271,quellon,-43.1167,-73.6167,285.32,88,100,3.45,CL,1710073639
272,cheremshan,54.6667,51.5,268.0,86,100,2.68,RU,1710073639
273,palangkaraya,-2.2,113.8333,297.05,94,100,1.11,ID,1710073639
274,pedernales,18.0384,-71.744,299.36,64,0,0.53,DO,1710073639
275,olyokminsk,60.3736,120.4264,256.23,98,100,0.9,RU,1710073639
276,taroa,8.7058,171.2275,300.23,84,99,11.08,MH,1710073639
277,nicoya,10.1483,-85.452,296.69,83,7,0.81,CR,1710073639
278,raja,8.4596,25.678,313.56,8,4,2.83,SS,1710073639
279,itoman,26.1247,127.6694,290.58,59,20,3.6,JP,1710073640
280,betio village,1.358,172.9211,301.17,85,96,7.61,KI,1710073640
281,nuku'alofa,-21.1333,-175.2,298.34,100,100,0.51,TO,1710073640
282,alofi,-19.0595,-169.9187,300.09,89,20,2.06,NU,1710073640
283,aykhal,66.0,111.5,253.05,97,91,3.04,RU,1710073640
284,santana do livramento,-30.8908,-55.5328,297.12,74,31,4.08,BR,1710073627
285,mikhaylovskoye,51.8239,79.7172,275.04,79,100,6.33,RU,1710073640
286,markovo,57.3206,107.0881,264.43,95,96,2.17,RU,1710073640
287,zhaoqing,23.0512,112.4597,288.61,93,100,1.47,CN,1710073640
288,stephenville,32.2207,-98.2023,278.02,87,0,0.0,US,1710073640
289,sinabang,2.4803,96.3801,301.42,72,38,1.55,ID,1710073640
290,lagunas,-5.2269,-75.6753,296.37,98,100,0.36,PE,1710073640
291,dudinka,69.4058,86.1778,252.41,98,100,3.13,RU,1710073640
292,chiang saen,20.2751,100.0869,304.28,25,5,0.66,TH,1710073640
293,porto novo,6.4965,2.6036,306.89,52,100,3.81,BJ,1710073476
294,bonthe,7.5264,-12.505,304.81,64,48,3.82,SL,1710073640
295,urangan,-25.3,152.9,296.59,78,22,2.68,AU,1710073641
296,da nang,16.0678,108.2208,296.14,88,20,3.09,VN,1710073641
297,dabola,10.75,-11.1167,310.41,13,30,2.83,GN,1710073641
298,san patricio,28.017,-97.5169,289.07,70,91,3.15,US,1710073641
